,化学,历史,地理,姓名,学号,性别,数学,物理,班级,生物,英语,语文,手机
2073,78,85,98,韦有发,102073,1,67,78,59,88,60,82,13122113763
2074,83,84,98,温部实,102074,1,79,86,60,86,74,75,13150813070
2075,82,94,78,唐起灵,102075,0,48,63,61,71,80,74,13190293441
2076,77,87,93,贾表建,102076,0,84,56,62,71,93,70,13069345675
2077,80,77,83,程月军,102077,0,83,61,63,82,60,76,13839803200
2078,64,80,96,钱在合,102078,0,48,48,64,94,69,73,13566111622
2079,61,95,86,何多利,102079,1,62,98,65,84,64,92,13321432432
2080,77,91,70,胡梅瑶,102080,1,69,82,1,71,96,77,13539986390
2081,61,88,80,铁雪玉,102081,1,74,45,2,93,93,72,13925891984
2082,78,79,93,陆治月,102082,1,77,60,3,84,93,72,13287211725
2083,86,88,77,庞莹式,102083,1,47,99,4,83,79,83,13323936703
2084,87,84,77,雷部员,102084,0,63,86,5,99,91,69,13618229540
2085,64,90,85,颜晗各,102085,0,90,82,6,89,85,90,13493942934
2086,55,76,95,钱治意,102086,1,68,64,7,97,95,85,13294168955
2087,87,86,85,铁心样,102087,0,98,69,8,93,63,78,13353417792
2088,86,93,85,苏晴雪,102088,1,65,81,9,79,74,70,13020454300
2089,84,79,99,赫展国,102089,0,51,80,10,95,78,73,13712856699
2090,94,94,95,朱用经,102090,1,54,96,11,89,62,68,13214934061
2091,56,92,70,颜用好,102091,0,63,100,12,73,79,76,14032421673
2092,83,82,72,邵为了,102092,0,100,69,13,93,83,90,13882796296
2093,69,76,75,秦明子,102093,1,84,61,14,90,75,92,14057007803
2094,55,94,77,侯国革,102094,0,78,97,15,96,78,74,13119263562
2095,85,81,80,汤正黻,102095,0,93,95,16,100,93,72,13124309750
2096,96,77,76,杨并全,102096,1,48,62,17,99,82,66,13397279035
2097,96,82,79,罗玉中,102097,0,86,91,18,84,67,74,13633699971
2098,68,87,97,文花花,102098,0,92,86,19,91,72,88,13572663354
2099,72,95,95,方中好,102099,1,92,71,20,99,78,84,14024849040
2100,56,85,78,方琳变,102100,1,71,74,21,98,79,66,13533466199
2101,82,92,97,吕多蕊,102101,1,54,51,22,77,97,92,13437671469
2102,99,83,89,董学机,102102,1,99,78,23,72,79,71,13483671950
2103,98,82,100,文梅展,102103,1,60,69,24,95,83,89,13497557435
2104,89,91,87,高经乐,102104,1,53,55,25,87,84,92,13765957899
2105,81,78,80,许琳义,102105,0,85,88,26,74,69,80,13397831770
2106,83,82,94,孔学涵,102106,0,57,86,27,90,69,88,13290476116
2107,88,89,79,宋并象,102107,1,96,92,28,66,66,79,13442819739
2108,93,80,88,俞年沫,102108,1,89,97,29,87,95,77,13996164244
2109,91,87,100,刘进展,102109,0,93,55,30,70,77,69,13220399319
2110,62,76,83,李意丽,102110,1,48,45,31,73,61,92,13040255977
2111,97,75,86,阳果艺,102111,0,83,96,32,94,96,88,13867667669
2112,57,85,77,胡全月,102112,1,96,76,33,74,64,83,13121669144
2113,55,92,71,白志黻,102113,0,61,90,34,81,78,72,13412511359
2114,61,76,80,崔式并,102114,0,52,65,35,99,73,70,13236534681
2115,88,91,96,温大革,102115,0,84,60,36,81,86,69,13635762397
2116,81,79,74,文合合,102116,0,89,57,37,92,92,69,13633103956
2117,90,77,81,钱琳建,102117,0,92,51,38,71,78,74,13422271447
2118,59,89,71,张好原,102118,0,51,98,39,75,65,73,13691512222
2119,56,79,90,孟心小,102119,1,84,54,40,91,75,89,13086195462
2120,87,83,96,陶地变,102120,0,62,66,41,87,78,67,13475017534
2121,78,87,91,韦想公,102121,1,73,78,42,90,74,94,13964474803
2122,77,83,87,熊小艺,102122,0,81,49,43,71,61,78,13067944898
2123,92,89,77,江彤根,102123,1,45,98,44,67,95,77,13079581246
2124,93,84,95,罗然花,102124,0,69,88,45,83,76,83,13116353206
2125,62,90,95,郑多于,102125,0,85,100,46,88,88,75,13095537976
2126,56,90,94,汪气方,102126,1,85,95,47,84,78,84,13767132376
2127,72,79,94,铁革雪,102127,0,80,63,48,99,66,78,13889475803
2128,78,79,84,沈在各,102128,0,54,93,49,67,84,74,13821837402
2129,67,82,89,朱立得,102129,0,85,52,50,97,81,75,13040608335
2130,65,95,85,叶本作,102130,0,51,68,51,84,98,75,13021101234
2131,80,77,70,萧道莹,102131,0,98,62,52,74,83,81,13413942040
2132,78,85,85,杨依上,102132,0,69,62,53,98,87,69,13532213368
2133,55,77,77,区工运,102133,0,45,80,54,72,78,66,13478612692
2134,76,82,76,翟关进,102134,0,56,66,55,69,60,83,13616677164
2135,88,76,95,易相晗,102135,1,91,48,56,75,61,77,13784557552
2136,76,84,98,雷艺珍,102136,0,57,92,57,80,70,86,13539507230
2137,86,77,75,白意沫,102137,0,92,56,58,66,70,65,13525584888
2138,85,78,74,徐民得,102138,0,48,85,59,67,92,70,13088636033
2139,72,87,99,聂和年,102139,0,53,71,60,67,66,69,13230694623
2140,83,78,81,钟展工,102140,0,81,48,61,86,83,75,13433611589
2141,76,81,95,庄于然,102141,1,55,67,62,88,74,81,13756986753
2142,68,76,91,董来月,102142,1,56,64,63,92,82,66,14087962711
2143,68,85,91,赫在形,102143,0,45,53,64,91,83,95,13481431749
2144,95,95,90,崔倩艺,102144,1,45,74,65,86,61,84,13296481036
2145,78,84,94,岳学涵,102145,0,71,76,1,74,84,92,13977384583
2146,87,93,91,赵那通,102146,1,51,83,2,78,63,71,13032513924
2147,72,93,99,宋蕊根,102147,1,56,82,3,94,75,69,13245869907
2148,92,87,84,钟起不,102148,0,57,91,4,69,76,74,13413627696
2149,71,91,94,钱理梅,102149,1,61,92,5,79,64,86,13086904950
2150,89,91,94,史生机,102150,0,99,86,6,87,59,65,13047552511
2151,76,83,89,蓝美动,102151,1,56,84,7,65,84,78,13525739367
2152,84,95,97,马气在,102152,1,87,96,8,96,87,74,13974338702
2153,98,81,87,万梅样,102153,0,68,54,9,85,88,65,13918756491
2154,58,81,92,牛一重,102154,0,86,54,10,89,88,88,13931056317
2155,72,81,81,胡比月,102155,1,92,83,11,69,96,84,13320108086
2156,57,91,84,常多法,102156,1,89,65,12,98,89,83,13532071908
2157,100,89,84,万点果,102157,1,56,82,13,94,79,91,13883176905
2158,97,75,91,汤社动,102158,1,79,100,14,82,73,94,13457486298
2159,71,86,96,孔经作,102159,0,59,95,15,90,82,80,14045457664
2160,57,81,96,齐部涵,102160,1,67,50,16,87,86,87,13412303848
2161,81,89,92,申进部,102161,1,49,71,17,100,64,79,13854533513
2162,55,81,76,谢通重,102162,0,81,98,18,93,97,86,13732005973
2163,93,87,94,岳志明,102163,1,67,56,19,92,65,81,13936213703
2164,99,76,99,易正立,102164,1,76,76,20,89,76,79,13064051433
2165,82,88,82,潘琳不,102165,0,46,84,21,93,80,93,13580094122
2166,72,76,74,郑形质,102166,0,76,58,22,91,68,85,13745336874
2167,74,86,82,沈学法,102167,0,84,81,23,80,76,69,13955767112
2168,86,80,88,赵和相,102168,0,60,86,24,90,64,81,13577908292
2169,92,82,74,吴涵年,102169,1,59,60,25,69,88,93,13630456364
2170,93,78,83,曾各表,102170,0,84,52,26,68,59,69,13690568568
2171,74,82,96,杨式地,102171,1,47,45,27,97,95,79,13653985522
2172,63,93,90,翟上有,102172,1,60,79,28,72,69,76,13758478928
2173,81,91,71,常所地,102173,1,53,98,29,77,63,82,13612718874
2174,88,82,92,颜员进,102174,0,86,90,30,74,94,90,13347963297
2175,96,76,92,陆玉经,102175,0,64,57,31,77,71,93,13465777015
2176,87,79,70,徐意公,102176,1,70,98,32,94,64,92,13861959661
2177,75,78,82,牛心子,102177,1,47,53,33,100,67,73,13562851204
2178,87,80,88,周意重,102178,1,60,96,34,90,68,95,13848249588
2179,76,82,97,魏民分,102179,0,87,64,35,80,95,74,13921236304
2180,89,81,74,陆心平,102180,0,59,93,36,92,74,89,13855146536
2181,81,87,71,赵本表,102181,0,94,82,37,95,69,67,13749022852
2182,86,82,80,顾进时,102182,0,82,46,38,76,87,86,14049457459
2183,90,92,96,尹依国,102183,0,62,50,39,99,85,75,13097707833
2184,75,76,82,袁工公,102184,1,81,50,40,71,77,83,14055467752
2185,99,87,98,庄相年,102185,1,84,56,41,86,60,70,13539048002
2186,94,76,86,赫大晗,102186,1,81,84,42,75,96,84,13663161272
2187,94,81,93,牛新工,102187,1,51,91,43,80,63,86,13294459294
2188,89,89,75,金实美,102188,1,46,83,44,100,68,91,13069288295
2189,68,79,91,阳同国,102189,0,91,79,45,70,95,83,13642755191
2190,85,89,86,岳沫新,102190,0,70,72,46,65,77,76,14023729125
2191,84,95,79,邵黻利,102191,1,94,45,47,77,62,79,13651371179
2192,78,85,74,程美民,102192,1,91,64,48,82,86,78,13045581712
2193,58,82,80,聂能运,102193,0,85,57,49,95,91,69,13793158483
2194,62,85,88,吴因琳,102194,1,83,97,50,77,93,91,13569006670
2195,60,89,95,薛部灵,102195,1,69,71,51,68,85,85,13397634671
2196,58,93,95,尹希年,102196,0,91,45,52,74,62,78,14061304285
2197,95,75,81,韦合希,102197,1,85,66,53,96,94,65,13036715213
2198,63,87,72,侯作运,102198,0,48,80,54,80,60,74,13743866542
2199,81,86,96,彭间点,102199,0,96,87,55,70,61,73,13658883427
2200,90,92,82,俞有运,102200,0,69,94,56,91,62,69,13590259799
2201,57,87,90,俞学国,102201,0,71,76,57,74,67,71,13749528912
2202,61,87,97,钱形发,102202,1,100,56,58,83,87,95,13729822234
2203,92,79,87,朱美气,102203,1,47,48,59,84,61,78,13744039237
2204,57,79,97,方社民,102204,1,71,57,60,74,59,76,13765116098
2205,78,94,80,蒋花因,102205,1,87,80,61,89,79,66,13019893413
2206,89,95,84,萧起革,102206,0,86,98,62,94,69,95,13899966065
2207,56,92,98,赵间间,102207,1,87,76,63,82,71,78,13659049742
2208,68,93,79,齐在立,102208,0,97,50,64,79,82,71,13019918823
2209,72,92,78,顾大志,102209,0,55,82,65,69,81,78,13025654068
2210,100,89,72,岳生涵,102210,1,64,49,1,86,91,82,13019524679
2211,75,89,100,赫分珍,102211,0,58,85,2,91,87,79,13952064974
2212,74,93,93,岳定依,102212,0,61,48,3,98,69,81,13492742141
2213,79,81,97,葛象然,102213,0,49,60,4,70,98,78,13780463420
2214,91,80,83,毛中倩,102214,1,99,88,5,99,89,79,13839229097
2215,77,93,76,申美通,102215,0,85,85,6,65,91,82,13472753998
2216,56,76,78,赫方业,102216,0,82,91,7,88,77,88,13174265949
2217,67,95,90,李花所,102217,0,48,70,8,98,92,94,13236273704
2218,58,84,95,汤利正,102218,1,90,80,9,85,75,85,13639208560
2219,77,78,78,孔关通,102219,1,55,63,10,99,62,88,14098049734
2220,87,95,81,邵时时,102220,1,53,45,11,67,90,71,14020602095
2221,60,89,70,庄经实,102221,0,72,71,12,83,82,92,13515028327
2222,66,85,81,樊作发,102222,0,89,81,13,73,73,73,13665174752
2223,67,91,73,孙可了,102223,0,60,98,14,90,98,94,13842423236
2224,96,90,92,杜了涵,102224,0,84,75,15,68,75,70,13487223902
2225,70,86,77,雷社新,102225,1,61,81,16,68,70,75,14050816340
2226,56,87,72,邢经生,102226,1,65,89,17,87,93,86,13652185744
2227,76,86,83,岳国依,102227,1,94,75,18,96,76,73,13630657246
2228,94,92,84,罗治合,102228,0,95,83,19,70,89,74,13663776568
2229,65,89,89,孙及方,102229,1,78,68,20,82,78,80,13486374789
2230,65,94,84,傅同一,102230,1,77,69,21,78,90,91,13979851124
2231,70,92,90,林蕊机,102231,0,95,82,22,85,81,75,13716314843
2232,89,79,70,叶艺成,102232,0,88,72,23,96,77,85,14035808183
2233,77,82,88,顾雪想,102233,0,97,49,24,79,83,71,13228547062
2234,70,79,96,高文涵,102234,1,49,73,25,89,62,85,13427122955
2235,97,81,80,曹雪业,102235,0,50,85,26,78,59,93,13422736567
2236,89,77,82,蒋法新,102236,0,91,84,27,100,81,82,13238962816
2237,65,87,81,顾花来,102237,1,47,85,28,76,89,79,13135485228
2238,76,89,95,贺时行,102238,1,91,91,29,96,66,95,13060322762
2239,71,95,97,秦理变,102239,0,84,71,30,81,81,75,13656864028
2240,79,91,98,高生时,102240,1,62,83,31,88,77,91,13056322043
2241,56,78,74,曾间玉,102241,0,76,48,32,66,87,91,13160561259
2242,75,78,89,刘梦年,102242,0,93,95,33,68,67,77,13335348436
2243,79,85,80,郑因道,102243,1,60,87,34,67,70,88,13367698004
2244,74,94,93,谭运平,102244,1,82,58,35,75,87,88,13129308034
2245,85,87,96,胡然梦,102245,1,55,80,36,67,97,92,13412807706
2246,61,85,85,陆方各,102246,0,90,61,37,91,60,69,13017013332
2247,75,78,74,程法全,102247,0,58,73,38,89,84,87,13462271754
2248,65,82,82,梁多为,102248,1,74,49,39,71,85,73,14022465258
2249,89,80,81,唐生电,102249,1,49,52,40,69,97,71,13995035004
2250,92,75,78,薛是表,102250,1,74,70,41,67,63,92,13586743385
2251,74,86,78,铁表学,102251,1,72,70,42,83,61,85,13826178128
2252,86,86,73,莫雪根,102252,1,49,45,43,74,60,72,13241854098
2253,82,91,80,程部全,102253,0,68,59,44,78,97,91,13912519048
2254,67,82,74,田北珍,102254,0,83,60,45,91,96,90,13196609801
2255,70,95,76,苏沫梦,102255,1,58,45,46,75,77,94,13819827631
2256,99,91,91,顾式政,102256,0,53,65,47,71,98,75,13649745139
2257,67,88,91,熊行果,102257,0,87,46,48,88,69,77,13484845065
2258,59,77,80,杜丽点,102258,1,54,51,49,90,88,81,13134806763
2259,75,76,85,林志业,102259,1,77,75,50,68,66,80,13093794789
2260,95,86,95,徐长有,102260,1,90,80,51,96,60,94,13310752813
2261,76,79,84,方不军,102261,0,88,48,52,82,92,87,13579478432
2262,75,93,98,徐机乐,102262,1,97,51,53,74,84,95,13578255295
2263,84,89,72,金花法,102263,0,54,73,54,87,59,92,13110526413
2264,88,76,91,白比茜,102264,0,65,70,55,79,69,78,13851056638
2265,75,79,76,唐晗公,102265,1,54,80,56,84,86,81,13154923906
2266,99,89,91,徐实理,102266,0,48,46,57,78,69,94,13670979835
2267,85,78,92,梁政灵,102267,0,63,96,58,65,74,77,13393958897
2268,87,92,100,陆晗一,102268,0,92,48,59,82,87,88,13991881454
2269,83,94,85,韦美社,102269,1,49,82,60,84,83,73,13510109920
2270,100,86,99,聂个道,102270,0,54,95,61,79,97,76,13494046909
2271,57,84,77,罗是明,102271,0,100,59,62,98,75,89,13433491860
2272,81,88,99,朱依表,102272,1,58,64,63,98,79,90,13437628954
2273,73,90,87,牛蕊黻,102273,1,50,75,64,72,89,89,13776895323
2274,66,92,79,傅各梅,102274,0,93,73,65,88,66,82,13234836585
2275,65,81,89,齐意分,102275,1,97,52,1,81,73,84,13252985158
2276,62,94,97,夏运不,102276,1,93,73,2,83,67,83,13578702640
2277,84,75,99,宋涵不,102277,1,64,45,3,100,78,65,13431843201
2278,95,75,77,孟经业,102278,1,61,100,4,88,61,87,13737604784
2279,87,90,89,易月可,102279,1,88,50,5,86,87,74,13544502975
2280,74,90,71,吴质治,102280,1,63,63,6,76,82,74,13045557705
2281,63,90,81,钟关同,102281,1,56,55,7,67,62,72,13236457636
2282,64,93,90,姜原不,102282,0,89,57,8,84,66,79,13262263554
2283,76,84,71,秦革部,102283,1,49,67,9,67,62,95,13993292678
2284,85,95,96,常中意,102284,0,70,69,10,90,95,80,13898031296
2285,66,84,96,葛一相,102285,1,57,90,11,77,71,84,13034244228
2286,82,85,95,江雪倩,102286,1,59,89,12,80,88,86,13258657797
2287,72,86,72,朱子运,102287,0,87,61,13,76,88,90,13021024816
2288,90,82,99,史沫表,102288,0,51,83,14,81,93,81,13563542745
2289,84,80,96,金沫月,102289,1,48,97,15,67,78,85,13199569434
2290,84,86,82,樊行在,102290,0,63,100,16,71,84,85,13724756628
2291,57,83,98,程明义,102291,0,53,50,17,68,64,68,13950478525
2292,67,82,70,岳瑶梦,102292,0,79,56,18,71,73,73,13992936082
2293,63,91,89,顾业全,102293,0,99,65,19,96,97,93,13925622864
2294,67,92,75,李大黻,102294,1,96,69,20,92,85,85,13839982595
2295,81,75,73,崔运平,102295,1,88,76,21,92,73,94,13065087925
2296,84,80,74,易小动,102296,0,91,71,22,71,81,95,13911797216
2297,89,76,92,邢原上,102297,1,92,89,23,65,73,87,13057659621
2298,55,94,91,黄合建,102298,1,78,90,24,65,93,71,13482649721
2299,59,75,94,徐电涵,102299,1,80,65,25,76,60,78,13711777932
2300,94,85,77,俞北动,102300,1,64,75,26,79,85,69,13073119885
2301,83,81,92,夏业和,102301,0,62,81,27,83,87,68,13384444825
2302,82,84,93,蒋国所,102302,0,66,100,28,82,60,73,14017109590
2303,80,87,75,岳革政,102303,1,93,79,29,84,72,93,13986049895
2304,93,79,78,苏根小,102304,1,80,67,30,68,81,72,13188207533
2305,80,81,89,徐本定,102305,1,62,67,31,72,59,92,13917854341
2306,63,94,88,朱政立,102306,1,95,46,32,92,91,65,13962657963
2307,65,83,95,李意原,102307,0,92,86,33,73,91,95,13511673895
2308,62,90,74,洪变及,102308,0,45,63,34,97,80,69,13697566247
2309,78,95,75,叶年部,102309,1,85,93,35,94,70,67,13395854498
2310,78,87,84,文国雪,102310,0,51,80,36,86,95,70,13177686590
2311,55,75,77,庄相花,102311,1,99,60,37,70,95,76,13233485542
2312,98,93,74,赫黻多,102312,1,83,47,38,67,85,88,13116424404
2313,83,81,89,侯变得,102313,0,83,84,39,76,84,71,13879615806
2314,62,93,88,万美形,102314,0,47,73,40,88,70,87,13788629007
2315,79,86,70,文地间,102315,0,95,99,41,81,92,68,13252679078
2316,93,88,85,俞中玉,102316,1,81,66,42,95,86,81,13983662163
2317,91,76,90,朱起治,102317,0,66,78,43,99,62,76,13272989462
2318,65,89,72,吕员业,102318,0,95,92,44,77,59,77,13122391956
2319,95,91,72,周根机,102319,0,83,68,45,90,92,87,13455571894
2320,56,89,76,吕式业,102320,0,78,74,46,99,61,83,14060412742
2321,75,76,95,蒋气果,102321,0,76,60,47,89,69,95,13172458427
2322,90,91,81,史意根,102322,1,61,84,48,65,77,69,13783382141
2323,98,82,97,向同质,102323,0,49,92,49,100,80,87,13985554044
2324,59,91,71,张希个,102324,0,51,99,50,77,97,94,13656165463
2325,68,83,94,苏治中,102325,0,92,59,51,88,78,81,13844785286
2326,90,89,86,阳晴作,102326,1,65,78,52,88,90,75,14078926759
2327,90,81,91,何有好,102327,0,75,46,53,95,59,66,13832678389
2328,67,81,74,孟好机,102328,1,74,54,54,86,64,79,13783928536
2329,65,85,72,梁那大,102329,0,67,95,55,68,88,92,13179217865
2330,73,78,99,江立军,102330,0,54,86,56,70,66,92,13061881037
2331,68,76,96,聂长表,102331,1,55,77,57,86,81,67,13174983357
2332,56,83,86,高新梦,102332,0,93,77,58,74,83,67,14073796393
2333,100,84,93,金心小,102333,0,78,72,59,85,89,71,13793963755
2334,78,90,91,蓝中玉,102334,0,75,66,60,80,60,70,14017769641
2335,58,86,78,阳个根,102335,0,73,88,61,69,94,74,13038132572
2336,95,79,78,刘年国,102336,0,100,81,62,78,80,76,13015519809
2337,85,94,100,牛表学,102337,1,80,83,63,69,75,73,13823924698
2338,91,87,88,程于建,102338,0,51,100,64,95,72,69,13629894295
2339,73,75,95,阳气相,102339,1,94,63,65,99,80,65,14045475029
2340,71,87,89,谢月用,102340,0,98,57,1,68,90,70,13639885787
2341,60,92,78,陈一社,102341,0,55,99,2,78,66,75,14083545742
2342,59,83,86,莫子正,102342,0,100,50,3,87,91,74,13345018828
2343,94,85,99,徐大彤,102343,0,79,56,4,69,71,65,13583861818
2344,79,94,91,钟沫然,102344,1,62,87,5,65,63,80,13176231593
2345,82,77,86,徐分质,102345,1,57,53,6,97,85,81,14051457497
2346,80,90,96,孔民于,102346,1,70,73,7,86,78,82,14024029826
2347,73,79,71,方花根,102347,0,54,45,8,68,71,86,13783669142
2348,94,81,72,曾和倩,102348,0,49,76,9,69,70,88,13895669563
2349,69,95,92,孟业果,102349,0,96,48,10,82,89,78,13852116057
2350,86,95,79,孙立重,102350,1,73,85,11,67,93,65,13712479093
2351,75,84,95,陶沫那,102351,1,79,64,12,65,67,72,13854085473
2352,87,75,76,齐在好,102352,1,95,63,13,79,84,74,13070435211
2353,68,76,86,朱原想,102353,1,77,70,14,80,79,67,13484296029
2354,57,82,81,萧因然,102354,1,65,82,15,66,90,83,13985865246
2355,86,78,80,黄雪得,102355,0,80,46,16,98,76,66,13237538004
2356,90,83,75,毛来理,102356,0,96,96,17,97,81,67,13359765888
2357,83,82,90,贺志理,102357,0,59,71,18,83,98,65,14071893642
2358,90,77,90,汤雪地,102358,0,49,58,19,65,89,76,13054045624
2359,78,75,87,方业用,102359,1,49,98,20,90,80,76,13288041348
2360,66,83,92,雷电然,102360,1,82,49,21,69,74,92,13621085105
2361,57,83,98,潘想新,102361,1,45,90,22,75,65,93,13682176320
2362,79,76,100,钱珍了,102362,1,55,46,23,76,63,67,13725604009
2363,61,93,99,沈理了,102363,0,89,94,24,93,68,95,13231676883
2364,79,90,86,宋动经,102364,1,97,49,25,65,80,73,13379973257
2365,88,91,83,雷理涵,102365,0,65,80,26,67,90,66,13821434235
2366,98,86,77,顾间法,102366,1,51,93,27,91,88,65,13060386510
2367,93,78,83,彭根发,102367,1,80,54,28,85,75,65,13176876365
2368,58,76,84,严乐展,102368,1,76,60,29,100,90,72,13059142077
2369,76,95,96,尹学用,102369,0,87,70,30,74,63,72,13561121251
2370,59,76,95,贺政因,102370,0,86,92,31,73,95,83,13050986026
2371,99,81,96,常社在,102371,1,53,51,32,79,59,67,13494237492
2372,56,82,86,岳长业,102372,1,55,62,33,89,90,92,13047664168
2373,97,90,70,贺所军,102373,0,92,48,34,66,71,80,13350383498
2374,78,85,93,毛动黻,102374,1,90,59,35,90,74,73,13353921749
2375,76,80,92,常大利,102375,0,90,53,36,99,70,84,13348807606
2376,67,93,80,罗立明,102376,0,71,77,37,87,80,79,13167926276
2377,79,80,89,魏所相,102377,1,46,88,38,96,92,75,13615256168
2378,89,90,71,宋民员,102378,0,98,100,39,74,89,73,13723546348
2379,59,88,100,白志灵,102379,1,56,95,40,76,66,73,13097356354
2380,82,86,74,夏新可,102380,0,99,59,41,68,97,68,13420518826
2381,71,77,75,徐小好,102381,0,67,47,42,79,80,79,13784719774
2382,62,92,93,刘北悦,102382,1,77,88,43,87,61,82,13114496273
2383,76,92,86,洪及灵,102383,0,53,59,44,71,61,74,13638524030
2384,72,95,72,孟长原,102384,0,87,69,45,66,89,78,13646037665
2385,68,92,77,顾政长,102385,0,64,76,46,84,90,72,13972761670
2386,87,86,81,高大志,102386,0,88,87,47,72,97,90,13140826442
2387,70,84,97,刘革立,102387,1,98,80,48,85,84,69,13040377944
2388,67,89,98,谢用是,102388,0,72,80,49,88,85,68,13926718980
2389,57,79,74,尹关定,102389,1,72,67,50,91,85,76,13426456224
2390,94,78,74,沈展好,102390,0,65,63,51,89,68,72,13677674476
2391,87,94,86,潘果月,102391,1,79,47,52,89,65,73,13877333303
2392,73,93,95,邢展瑶,102392,0,51,74,53,93,96,76,13624942251
2393,64,89,93,谢利式,102393,1,86,49,54,77,78,84,13280552093
2394,91,94,88,俞月机,102394,0,98,45,55,71,93,70,13771545937
2395,67,84,83,陶然子,102395,0,65,48,56,69,95,70,13267664359
2396,69,82,74,夏分民,102396,0,80,71,57,77,86,74,13690214157
2397,92,78,74,申那进,102397,0,53,92,58,87,95,72,13423961640
2398,64,83,78,汪长灵,102398,0,83,89,59,74,69,81,13597302606
2399,94,92,85,胡进作,102399,0,49,55,60,79,80,81,13691957623
2400,55,87,92,徐琳气,102400,1,58,76,61,72,97,90,13568533207
2401,93,80,86,申变定,102401,0,98,50,62,91,65,82,14026915498
